price,baseAssetAmount,direction,user,status,orderType,marketType,slot,orderId,userOrderId,marketIndex,baseAssetAmountFilled,quoteAssetAmountFilled,reduceOnly,triggerPrice,triggerCondition,existingPositionDirection,postOnly,immediateOrCancel,oraclePriceOffset,auctionDuration,auctionStartPrice,auctionEndPrice,maxTs,oraclePrice
11.0,48.0,long,GVZdE1t9jMKZ4rJQZcboy2HxkUjvJAe4abc9wy9fRX5z,open,limit,spot,179441438,71,0,1,0.0,0.0,False,0,above,long,False,False,0.0,10,0,0,281474976710656,23042.990411
13.7965,1.0,long,Bs8U8MhgjhaEUbFneHGXJHWvUdaePdny1EuSDSb8v6Pg,open,limit,spot,179316759,106,0,1,0.0,0.0,False,0,above,short,False,False,0.0,10,0,0,0,23042.990411
21.75,2.298,long,HzXSpf2Y5doZVtQfiWxVpLzs1zqFNZibYTLUt9ZAERmR,open,limit,spot,179457588,99,0,1,0.0,0.0,False,0,above,long,True,False,0.0,10,0,0,0,23042.990411
22.0,2.272,long,HzXSpf2Y5doZVtQfiWxVpLzs1zqFNZibYTLUt9ZAERmR,open,limit,spot,179457568,98,0,1,0.0,0.0,False,0,above,long,True,False,0.0,10,0,0,0,23042.990411
22.25,2.247,long,HzXSpf2Y5doZVtQfiWxVpLzs1zqFNZibYTLUt9ZAERmR,open,limit,spot,179457548,97,0,1,0.0,0.0,False,0,above,long,True,False,0.0,10,0,0,0,23042.990411
22.5,2.222,long,HzXSpf2Y5doZVtQfiWxVpLzs1zqFNZibYTLUt9ZAERmR,open,limit,spot,179457486,96,0,1,0.0,0.0,False,0,above,long,True,False,0.0,10,0,0,0,23042.990411
22.5,27.359,long,81FrKvcsVTnq7jCNFfX4iws2xJ6Q67eFCu6tMTwGvH3p,open,limit,spot,179282087,30,0,1,0.0,0.0,False,0,above,long,False,False,0.0,10,0,0,0,23042.990411
22.75,2.197,long,HzXSpf2Y5doZVtQfiWxVpLzs1zqFNZibYTLUt9ZAERmR,open,limit,spot,179457466,95,0,1,0.0,0.0,False,0,above,long,True,False,0.0,10,0,0,0,23042.990411
23042.950311,1000.0,long,EnJACXLsChGp7AAJZ2Hu47kRoVYsRM2JjtU1knPxvwn7,open,limit,spot,179454896,7154,0,1,0.0,0.0,False,0,above,long,False,False,-0.0401,10,0,0,0,23042.990411
23042.957911,1000.0,long,EnJACXLsChGp7AAJZ2Hu47kRoVYsRM2JjtU1knPxvwn7,open,limit,spot,179454896,7152,0,1,0.0,0.0,False,0,above,long,True,False,-0.0325,10,0,0,0,23042.990411
23042.974411,750.0,long,EnJACXLsChGp7AAJZ2Hu47kRoVYsRM2JjtU1knPxvwn7,open,limit,spot,179454896,7150,0,1,0.0,0.0,False,0,above,long,True,False,-0.016,10,0,0,0,23042.990411
23042.985311,500.0,long,EnJACXLsChGp7AAJZ2Hu47kRoVYsRM2JjtU1knPxvwn7,open,limit,spot,179454896,7148,0,1,116.345,2659.707375,False,0,above,long,True,False,-0.0051,10,0,0,0,23042.990411
23042.985511,500.0,short,EnJACXLsChGp7AAJZ2Hu47kRoVYsRM2JjtU1knPxvwn7,open,limit,spot,179454896,7149,0,1,0.154,3.51753,False,0,above,long,True,False,-0.0049,10,0,0,0,23042.990411
23042.996411,750.0,short,EnJACXLsChGp7AAJZ2Hu47kRoVYsRM2JjtU1knPxvwn7,open,limit,spot,179454896,7151,0,1,0.0,0.0,False,0,above,long,True,False,0.006,10,0,0,0,23042.990411
23043.012911,1000.0,short,EnJACXLsChGp7AAJZ2Hu47kRoVYsRM2JjtU1knPxvwn7,open,limit,spot,179454896,7153,0,1,0.0,0.0,False,0,above,long,True,False,0.0225,10,0,0,0,23042.990411
23043.020511,1000.0,short,EnJACXLsChGp7AAJZ2Hu47kRoVYsRM2JjtU1knPxvwn7,open,limit,spot,179454896,7155,0,1,0.0,0.0,False,0,above,long,True,False,0.0301,10,0,0,0,23042.990411
